Transaction_ID,Date,Product_ID,Product,Category,Unit_Price,Region,Quantity,Discount_Pct,Sales_Amount,Customer_Segment,Payment_Method
TXN-10200,2024-09-27,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,8,0.1,7920.0,Consumer,Wire Transfer
TXN-10201,2025-11-11,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,20,0.0,17000.0,Small & Medium Business,Corporate Invoice
TXN-10202,2023-10-30,PROD-106,Smart Conference Hub,Electronics,950.0,Europe,2,0.0,1900.0,Consumer,Wire Transfer
TXN-10203,2023-11-10,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Europe,20,0.0,30000.0,Government,PayPal
TXN-10204,2025-07-08,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,8,0.2,20480.0,Consumer,Corporate Invoice
TXN-10205,2025-06-19,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Latin America,1,0.15,1275.0,Consumer,Corporate Invoice
TXN-10206,2023-04-26,PROD-110,Server Rack Server X1,Hardware,3200.0,North America,3,0.2,7680.0,Consumer,PayPal
TXN-10207,2023-03-19,PROD-108,Standing Executive Desk,Furniture,750.0,Asia-Pacific,1,0.1,675.0,Enterprise,Credit Card
TXN-10208,2025-11-04,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,10,0.15,27200.0,Enterprise,PayPal
TXN-10209,2024-01-21,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,3,0.2,7680.0,Small & Medium Business,Credit Card
TXN-10210,2023-07-31,PROD-108,Standing Executive Desk,Furniture,750.0,North America,10,0.1,6750.0,Small & Medium Business,Credit Card
TXN-10211,2025-06-15,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Middle East & Africa,4,0.2,1920.0,Small & Medium Business,Corporate Invoice
TXN-10212,2024-08-02,PROD-106,Smart Conference Hub,Electronics,950.0,Asia-Pacific,4,0.15,3230.0,Enterprise,Corporate Invoice
TXN-10213,2024-11-06,PROD-102,AI Analytics License,Software,850.0,Latin America,3,0.2,2040.0,Consumer,Corporate Invoice
TXN-10214,2023-11-04,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,8,0.0,25600.0,Small & Medium Business,Corporate Invoice
TXN-10215,2025-03-13,PROD-105,Ergonomic Desk Chair,Furniture,350.0,North America,2,0.2,560.0,Consumer,PayPal
TXN-10216,2023-09-19,PROD-106,Smart Conference Hub,Electronics,950.0,North America,8,0.2,6080.0,Government,Corporate Invoice
TXN-10217,2025-01-12,PROD-101,Enterprise Cloud Suite,Software,1200.0,Europe,3,0.05,3420.0,Consumer,PayPal
TXN-10218,2024-04-08,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,2,0.05,1140.0,Consumer,Credit Card
TXN-10219,2025-12-14,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,3,0.1,675.0,Small & Medium Business,PayPal
TXN-10220,2023-11-29,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Europe,5,0.2,6000.0,Government,Credit Card
TXN-10221,2025-01-16,PROD-107,Cybersecurity Gateway,Software,1100.0,Latin America,8,0.05,8360.0,Consumer,PayPal
TXN-10222,2025-12-29,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,5,0.1,2700.0,Small & Medium Business,Corporate Invoice
TXN-10223,2025-06-21,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,4,0.1,11520.0,Government,Wire Transfer
TXN-10224,2023-10-11,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,10,0.1,5400.0,Government,Corporate Invoice
TXN-10225,2023-07-30,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,North America,8,0.2,1600.0,Consumer,Credit Card
TXN-10226,2024-07-12,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Europe,4,0.2,4800.0,Government,Credit Card
TXN-10227,2025-07-12,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,3,0.0,1800.0,Enterprise,PayPal
TXN-10228,2025-02-04,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,North America,2,0.15,425.0,Consumer,Wire Transfer
TXN-10229,2024-10-14,PROD-101,Enterprise Cloud Suite,Software,1200.0,Europe,1,0.1,1080.0,Small & Medium Business,Credit Card
TXN-10230,2025-08-25,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Latin America,8,0.05,2660.0,Government,Credit Card
TXN-10231,2023-02-08,PROD-102,AI Analytics License,Software,850.0,Europe,3,0.05,2422.5,Government,Credit Card
TXN-10232,2024-05-01,PROD-105,Ergonomic Desk Chair,Furniture,350.0,North America  ,3,0.0,1050.0,Small & Medium Business,
TXN-10233,2025-07-25,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,1,0.0,3200.0,Enterprise,Wire Transfer
TXN-10234,2024-08-19,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Middle East & Africa,4,0.0,6000.0,Consumer,Wire Transfer
TXN-10235,2025-05-03,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,2,0.0,6400.0,Consumer,Credit Card
TXN-10236,2025-11-05,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,North America,15,0.2,3000.0,Government,PayPal
TXN-10237,2025-03-03,PROD-101,Enterprise Cloud Suite,Software,1200.0,North America,3,0.1,3240.0,Consumer,Credit Card
TXN-10238,2024-05-08,PROD-106,Smart Conference Hub,Electronics,950.0,Middle East & Africa,8,0.0,7600.0,Consumer,Wire Transfer
TXN-10239,2024-12-22,PROD-101,Enterprise Cloud Suite,Software,1200.0,Europe,15,0.1,16200.0,Government,PayPal
TXN-10240,2023-10-04,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,1,0.15,1275.0,Consumer,Wire Transfer
TXN-10241,2024-02-13,PROD-101,Enterprise Cloud Suite,Software,1200.0,Asia-Pacific,1,0.1,1080.0,Government,PayPal
TXN-10242,2023-03-16,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Asia-Pacific,10,0.05,3325.0,Consumer,Credit Card
TXN-10243,2024-07-13,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,1,0.1,855.0,Government,PayPal
TXN-10244,2024-11-25,PROD-107,Cybersecurity Gateway,Software,1100.0,Latin America,5,0.15,4675.0,Consumer,Corporate Invoice
TXN-10245,2025-05-19,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,1,0.15,722.5,Small & Medium Business,Corporate Invoice
TXN-10246,2023-07-30,PROD-106,Smart Conference Hub,Electronics,950.0,Asia-Pacific,1,0.1,855.0,Consumer,PayPal
TXN-10247,2025-05-22,PROD-110,Server Rack Server X1,Hardware,3200.0,Asia-Pacific,2,0.15,5440.0,Government,Credit Card
TXN-10248,2025-06-09,PROD-106,Smart Conference Hub,Electronics,950.0,North America,3,0.0,2850.0,Government,Corporate Invoice
TXN-10249,2023-11-24,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,3,0.05,712.5,Government,Credit Card
TXN-10250,2023-05-18,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Asia-Pacific,2,0.1,2700.0,Government,Credit Card
TXN-10251,2023-11-11,PROD-110,Server Rack Server X1,Hardware,3200.0,Asia-Pacific,20,0.15,54400.0,Consumer,PayPal
TXN-10252,2023-10-09,PROD-102,AI Analytics License,Software,850.0,Latin America,5,0.1,3825.0,Consumer,Corporate Invoice
TXN-10253,2023-08-21,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,1,0.05,570.0,Government,Credit Card
TXN-10254,2024-06-17,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Europe,8,0.15,2380.0,Consumer,PayPal
TXN-10255,2023-09-09,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,2,0.0,1200.0,Small & Medium Business,PayPal
TXN-10256,2024-10-16,PROD-102,AI Analytics License,Software,850.0,North America,8,0.1,6120.0,Consumer,Corporate Invoice
TXN-10257,2023-12-23,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Europe,8,0.2,9600.0,Enterprise,Wire Transfer
TXN-10258,2024-04-29,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,10,0.15,12750.0,Consumer,Corporate Invoice
TXN-10259,2023-09-23,PROD-108,Standing Executive Desk,Furniture,750.0,North America,5,0.0,3750.0,Consumer,PayPal
TXN-10260,2025-12-12,PROD-108,Standing Executive Desk,Furniture,750.0,Middle East & Africa,10,0.15,6375.0,Enterprise,Wire Transfer
TXN-10261,2023-06-01,PROD-106,Smart Conference Hub,Electronics,950.0,Middle East & Africa,4,0.15,3230.0,Consumer,Wire Transfer
TXN-10262,2024-01-08,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Latin America,10,0.05,2375.0,Enterprise,Credit Card
TXN-10263,2023-11-10,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Europe,8,0.05,1900.0,Consumer,Wire Transfer
TXN-10264,2025-11-28,PROD-106,Smart Conference Hub,Electronics,950.0,Asia-Pacific,8,0.0,7600.0,Small & Medium Business,Corporate Invoice
TXN-10265,2024-09-12,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,5,0.2,6000.0,Small & Medium Business,Wire Transfer
TXN-10266,2024-11-22,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,15,0.0,22500.0,Enterprise,Credit Card
TXN-10267,2024-06-26,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,8,0.05,24320.0,Government,Credit Card
TXN-10268,2024-08-16,PROD-108,Standing Executive Desk,Furniture,750.0,Latin America,8,0.1,5400.0,Small & Medium Business,PayPal
TXN-10269,2025-07-17,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Europe,1,0.0,350.0,Government,PayPal
TXN-10270,2025-08-09,PROD-108,Standing Executive Desk,Furniture,750.0,Middle East & Africa,2,0.1,1350.0,Small & Medium Business,Corporate Invoice
TXN-10271,2024-12-08,PROD-106,Smart Conference Hub,Electronics,950.0,Asia-Pacific,10,0.05,9025.0,Enterprise,Corporate Invoice
TXN-10272,2025-08-13,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,1,0.1,540.0,Small & Medium Business,Wire Transfer
TXN-10273,2023-04-14,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,3,0.15,2167.5,Government,Wire Transfer
TXN-10274,2024-11-01,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Europe,15,0.1,20250.0,Small & Medium Business,PayPal
TXN-10275,2025-08-14,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Latin America,4,0.1,900.0,Enterprise,Credit Card
TXN-10276,2025-11-01,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,10,0.05,10450.0,Consumer,Credit Card
TXN-10277,2024-07-30,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,4,0.2,3840.0,Consumer,Credit Card
TXN-10278,2025-06-01,PROD-102,AI Analytics License,Software,850.0,Asia-Pacific,2,0.1,1530.0,Government,Corporate Invoice
TXN-10279,2025-03-31,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,1,0.2,960.0,Small & Medium Business,Corporate Invoice
TXN-10280,2024-08-14,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,1,0.15,212.5,Government,Corporate Invoice
TXN-10281,2023-09-01,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,2,0.0,6400.0,Consumer,Corporate Invoice
TXN-10282,2025-01-18,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Europe,10,0.05,2375.0,Government,Credit Card
TXN-10283,2023-03-21,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,2,0.1,2160.0,Government,Wire Transfer
TXN-10284,2025-11-21,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,5,0.1,14400.0,Consumer,Wire Transfer
TXN-10285,2024-09-04,PROD-107,Cybersecurity Gateway,Software,1100.0,Middle East & Africa,5,0.1,4950.0,Government,Corporate Invoice
TXN-10286,2023-02-04,PROD-108,Standing Executive Desk,Furniture,750.0,North America,3,0.1,2025.0,Government,Corporate Invoice
TXN-10287,2025-08-29,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,3,0.2,2880.0,Small & Medium Business,Credit Card
TXN-10288,2025-09-10,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,2,0.2,5120.0,Government,Wire Transfer
TXN-10289,2023-03-06,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,5,0.0,3000.0,Enterprise,PayPal
TXN-10290,2025-05-07,PROD-106,Smart Conference Hub,Electronics,950.0,Europe,2,0.15,1615.0,Government,PayPal
TXN-10291,2023-10-10,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,5,0.05,5700.0,Consumer,PayPal
TXN-10292,2025-02-10,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Latin America,3,0.05,712.5,Consumer,Corporate Invoice
TXN-10293,2025-09-18,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Asia-Pacific,2,0.05,665.0,Consumer,Wire Transfer
TXN-10294,2024-08-14,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Latin America,8,0.05,2660.0,Consumer,PayPal
TXN-10295,2024-07-14,PROD-106,Smart Conference Hub,Electronics,950.0,Middle East & Africa,3,0.0,2850.0,Government,PayPal
TXN-10296,2023-10-27,PROD-106,Smart Conference Hub,Electronics,950.0,Asia-Pacific,3,0.0,2850.0,Enterprise,Corporate Invoice
TXN-10297,2024-06-09,PROD-108,Standing Executive Desk,Furniture,750.0,Europe,8,0.15,5100.0,Small & Medium Business,Corporate Invoice
TXN-10298,2024-07-10,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,2,0.0,500.0,Small & Medium Business,Wire Transfer
TXN-10299,2025-12-23,PROD-101,Enterprise Cloud Suite,Software,1200.0,North America,5,0.05,5700.0,Enterprise,PayPal
TXN-10300,2025-08-25,PROD-106,Smart Conference Hub,Electronics,950.0,North America,1,0.05,902.5,Small & Medium Business,PayPal
TXN-10301,2025-09-04,PROD-108,Standing Executive Desk,Furniture,750.0,Asia-Pacific,8,0.05,5700.0,Consumer,Corporate Invoice
TXN-10302,2023-07-03,PROD-101,Enterprise Cloud Suite,Software,1200.0,Europe,8,0.2,7680.0,Enterprise,Wire Transfer
TXN-10303,2023-12-27,PROD-107,Cybersecurity Gateway,Software,1100.0,Latin America,3,0.15,2805.0,Small & Medium Business,Corporate Invoice
TXN-10304,2023-01-19,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,3,0.2,2880.0,Enterprise,Corporate Invoice
TXN-10305,2025-07-19,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,8,0.2,2240.0,Government,Wire Transfer
TXN-10306,2025-08-16,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,North America,3,0.05,712.5,Consumer,Wire Transfer
TXN-10307,2024-06-10,PROD-108,Standing Executive Desk,Furniture,750.0,North America,8,0.05,5700.0,Consumer,Corporate Invoice
TXN-10308,2024-01-31,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,2,0.2,5120.0,Government,Corporate Invoice
TXN-10309,2025-03-31,PROD-102,AI Analytics License,Software,850.0,Europe,8,0.0,6800.0,Small & Medium Business,PayPal
TXN-10310,2024-05-23,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America  ,1,0.1,855.0,Small & Medium Business,
TXN-10311,2024-11-06,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,8,0.2,2240.0,Enterprise,Corporate Invoice
TXN-10312,2024-04-28,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,1,0.0,950.0,Consumer,Wire Transfer
TXN-10313,2025-10-26,PROD-107,Cybersecurity Gateway,Software,1100.0,North America,8,0.1,7920.0,Consumer,Corporate Invoice
TXN-10314,2024-03-28,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,2,0.05,6080.0,Small & Medium Business,PayPal
TXN-10315,2025-02-04,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,4,0.2,10240.0,Small & Medium Business,Wire Transfer
TXN-10316,2023-06-17,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,5,0.15,13600.0,Consumer,Credit Card
TXN-10317,2023-08-18,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,1,0.2,2560.0,Small & Medium Business,Wire Transfer
TXN-10318,2024-11-02,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,15,0.15,19125.0,Small & Medium Business,PayPal
TXN-10319,2025-11-11,PROD-102,AI Analytics License,Software,850.0,Latin America,10,0.0,8500.0,Small & Medium Business,PayPal
TXN-10320,2023-04-29,PROD-108,Standing Executive Desk,Furniture,750.0,Asia-Pacific,5,0.15,3187.5,Enterprise,PayPal
TXN-10321,2023-01-07,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,8,0.05,2660.0,Enterprise,Credit Card
TXN-10322,2024-12-06,PROD-107,Cybersecurity Gateway,Software,1100.0,Middle East & Africa,20,0.0,22000.0,Enterprise,Credit Card
TXN-10323,2023-03-06,PROD-108,Standing Executive Desk,Furniture,750.0,Europe,3,0.15,1912.5,Small & Medium Business,PayPal
TXN-10324,2025-02-22,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,4,0.15,3230.0,Enterprise,Wire Transfer
TXN-10325,2023-08-31,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,2,0.2,1520.0,Small & Medium Business,Wire Transfer
TXN-10326,2023-02-16,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,3,0.15,3060.0,Government,PayPal
TXN-10327,2024-05-21,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,4,0.1,2160.0,Consumer,Wire Transfer
TXN-10328,2023-03-07,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,10,0.15,7225.0,Enterprise,Wire Transfer
TXN-10329,2023-05-18,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,1,0.2,480.0,Government,Credit Card
TXN-10330,2023-04-01,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,4,0.15,2040.0,Small & Medium Business,Credit Card
TXN-10331,2025-10-28,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Middle East & Africa,3,0.05,4275.0,Consumer,Corporate Invoice
TXN-10332,2024-09-10,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,2,0.2,960.0,Government,Corporate Invoice
TXN-10333,2023-05-05,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Europe,5,0.2,1400.0,Government,PayPal
TXN-10334,2024-12-06,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,20,0.15,20400.0,Consumer,PayPal
TXN-10335,2023-11-02,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,8,0.15,7480.0,Government,Wire Transfer
TXN-10336,2024-09-07,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,10,0.05,5700.0,Enterprise,PayPal
TXN-10337,2025-12-21,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,5,0.15,4675.0,Consumer,Wire Transfer
TXN-10338,2023-06-11,PROD-106,Smart Conference Hub,Electronics,950.0,North America,4,0.1,3420.0,Small & Medium Business,Credit Card
TXN-10339,2025-02-11,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,8,0.2,2240.0,Enterprise,Credit Card
TXN-10340,2024-03-20,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Asia-Pacific,4,0.05,2280.0,Consumer,Credit Card
TXN-10341,2024-01-25,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,8,0.0,4800.0,Small & Medium Business,Wire Transfer
TXN-10342,2024-05-05,PROD-107,Cybersecurity Gateway,Software,1100.0,Asia-Pacific,5,0.1,4950.0,Government,PayPal
TXN-10343,2025-01-05,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Asia-Pacific,3,0.1,675.0,Government,PayPal
TXN-10344,2025-08-19,PROD-102,AI Analytics License,Software,850.0,Europe,10,0.1,7650.0,Consumer,Corporate Invoice
TXN-10345,2023-04-04,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,5,0.05,5225.0,Enterprise,Corporate Invoice
TXN-10346,2025-05-05,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Europe,3,0.05,712.5,Consumer,Wire Transfer
TXN-10347,2024-05-18,PROD-107,Cybersecurity Gateway,Software,1100.0,Asia-Pacific,4,0.2,3520.0,Consumer,PayPal
TXN-10348,2025-08-01,PROD-108,Standing Executive Desk,Furniture,750.0,Europe,2,0.1,1350.0,Small & Medium Business,PayPal
TXN-10349,2023-05-01,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,5,0.0,7500.0,Enterprise,Credit Card
TXN-10350,2023-10-09,PROD-107,Cybersecurity Gateway,Software,1100.0,North America,10,0.05,10450.0,Small & Medium Business,Credit Card
TXN-10351,2025-11-01,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,10,0.1,5400.0,Government,PayPal
TXN-10352,2023-01-14,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,5,0.2,4800.0,Enterprise,Credit Card
TXN-10353,2024-07-16,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,North America,5,0.1,1125.0,Government,Wire Transfer
TXN-10354,2023-07-17,PROD-102,AI Analytics License,Software,850.0,Europe,5,0.05,4037.5,Small & Medium Business,Corporate Invoice
TXN-10355,2024-07-01,PROD-106,Smart Conference Hub,Electronics,950.0,North America,10,0.15,8075.0,Consumer,PayPal
TXN-10356,2024-05-13,PROD-108,Standing Executive Desk,Furniture,750.0,Asia-Pacific,8,0.05,5700.0,Enterprise,Credit Card
TXN-10357,2025-04-10,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,4,0.15,2890.0,Government,Credit Card
TXN-10358,2023-12-17,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,3,0.15,3060.0,Consumer,Credit Card
TXN-10359,2023-03-29,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,2,0.05,475.0,Government,Corporate Invoice
TXN-10360,2023-06-02,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,8,0.1,8640.0,Enterprise,Wire Transfer
TXN-10361,2023-02-02,PROD-106,Smart Conference Hub,Electronics,950.0,Europe,2,0.2,1520.0,Government,Credit Card
TXN-10362,2023-11-29,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,15,0.05,4987.5,Government,Corporate Invoice
TXN-10363,2023-10-14,PROD-107,Cybersecurity Gateway,Software,1100.0,Middle East & Africa,10,0.0,11000.0,Consumer,Credit Card
TXN-10364,2025-06-14,PROD-102,AI Analytics License,Software,850.0,Asia-Pacific,2,0.0,1700.0,Government,Corporate Invoice
TXN-10365,2024-07-13,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,10,0.15,10200.0,Small & Medium Business,Corporate Invoice
TXN-10366,2025-02-07,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,4,0.05,950.0,Government,Credit Card
TXN-10367,2024-08-27,PROD-110,Server Rack Server X1,Hardware,3200.0,North America,10,0.05,30400.0,Enterprise,Corporate Invoice
TXN-10368,2025-02-17,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Latin America,8,0.05,11400.0,Consumer,Corporate Invoice
TXN-10369,2023-07-07,PROD-102,AI Analytics License,Software,850.0,Latin America,1,0.1,765.0,Consumer,Corporate Invoice
TXN-10370,2023-09-29,PROD-102,AI Analytics License,Software,850.0,Latin America,1,0.05,807.5,Government,PayPal
TXN-10371,2023-02-23,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,1,0.1,765.0,Enterprise,Corporate Invoice
TXN-10372,2023-01-26,PROD-107,Cybersecurity Gateway,Software,1100.0,Latin America,3,0.15,2805.0,Enterprise,Wire Transfer
TXN-10373,2025-12-03,PROD-110,Server Rack Server X1,Hardware,3200.0,Europe,5,0.15,13600.0,Small & Medium Business,Corporate Invoice
TXN-10374,2024-07-03,PROD-105,Ergonomic Desk Chair,Furniture,350.0,North America,4,0.05,1330.0,Small & Medium Business,PayPal
TXN-10375,2025-05-12,PROD-105,Ergonomic Desk Chair,Furniture,350.0,North America,3,0.15,892.5,Consumer,Corporate Invoice
TXN-10376,2025-10-12,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,5,0.2,2400.0,Government,Credit Card
TXN-10377,2024-09-15,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Asia-Pacific,1,0.15,1275.0,Government,Corporate Invoice
TXN-10378,2024-11-16,PROD-108,Standing Executive Desk,Furniture,750.0,Europe,10,0.2,6000.0,Consumer,Corporate Invoice
TXN-10379,2024-02-16,PROD-110,Server Rack Server X1,Hardware,3200.0,Europe,4,0.1,11520.0,Government,Corporate Invoice
TXN-10380,2025-10-02,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Asia-Pacific,5,0.05,1662.5,Government,Corporate Invoice
TXN-10381,2025-01-17,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,1,0.2,880.0,Small & Medium Business,Credit Card
TXN-10382,2024-03-05,PROD-108,Standing Executive Desk,Furniture,750.0,North America,4,0.1,2700.0,Government,PayPal
TXN-10383,2024-09-12,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Europe,2,0.1,2700.0,Government,PayPal
TXN-10384,2025-07-08,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,5,0.15,3612.5,Government,PayPal
TXN-10385,2023-03-17,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,10,0.1,2250.0,Enterprise,Credit Card
TXN-10386,2024-12-28,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,5,0.2,2400.0,Government,Corporate Invoice
TXN-10387,2023-08-05,PROD-107,Cybersecurity Gateway,Software,1100.0,Asia-Pacific,1,0.0,1100.0,Small & Medium Business,Wire Transfer
TXN-10388,2025-02-05,PROD-108,Standing Executive Desk,Furniture,750.0,Middle East & Africa,4,0.15,2550.0,Small & Medium Business,Corporate Invoice
TXN-10389,2025-09-15,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,1,0.1,1080.0,Enterprise,Credit Card
TXN-10390,2024-12-14,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Latin America,8,0.1,10800.0,Small & Medium Business,PayPal
TXN-10391,2025-09-02,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,1,0.15,807.5,Consumer,Credit Card
TXN-10392,2023-04-02,PROD-105,Ergonomic Desk Chair,Furniture,350.0,North America,10,0.0,3500.0,Consumer,Credit Card
TXN-10393,2024-05-14,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Middle East & Africa,5,0.05,7125.0,Small & Medium Business,Corporate Invoice
TXN-10394,2025-05-23,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Latin America,4,0.05,950.0,Small & Medium Business,Wire Transfer
TXN-10395,2025-03-21,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,1,0.2,880.0,Government,PayPal
TXN-10396,2023-01-10,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,8,0.05,8360.0,Consumer,Credit Card
TXN-10397,2023-07-28,PROD-110,Server Rack Server X1,Hardware,3200.0,Europe,10,0.2,25600.0,Consumer,Corporate Invoice
TXN-10398,2025-07-26,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,1,0.1,540.0,Consumer,PayPal
