Transaction_ID,Date,Product_ID,Product,Category,Unit_Price,Region,Quantity,Discount_Pct,Sales_Amount,Customer_Segment,Payment_Method,Year,Month,Month_Name,Year_Month,Quarter,Day_Of_Week
TXN-10300,2025-08-25,PROD-106,Smart Conference Hub,Electronics,950.0,North America,1,0.05,902.5,Small & Medium Business,PayPal,2025,8,Aug,2025-08,Q3,Monday
TXN-10301,2025-09-04,PROD-108,Standing Executive Desk,Furniture,750.0,Asia-Pacific,8,0.05,5700.0,Consumer,Corporate Invoice,2025,9,Sep,2025-09,Q3,Thursday
TXN-10302,2023-07-03,PROD-101,Enterprise Cloud Suite,Software,1200.0,Europe,8,0.2,7680.0,Enterprise,Wire Transfer,2023,7,Jul,2023-07,Q3,Monday
TXN-10303,2023-12-27,PROD-107,Cybersecurity Gateway,Software,1100.0,Latin America,3,0.15,2805.0,Small & Medium Business,Corporate Invoice,2023,12,Dec,2023-12,Q4,Wednesday
TXN-10304,2023-01-19,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,3,0.2,2880.0,Enterprise,Corporate Invoice,2023,1,Jan,2023-01,Q1,Thursday
TXN-10305,2025-07-19,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,8,0.2,2240.0,Government,Wire Transfer,2025,7,Jul,2025-07,Q3,Saturday
TXN-10306,2025-08-16,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,North America,3,0.05,712.5,Consumer,Wire Transfer,2025,8,Aug,2025-08,Q3,Saturday
TXN-10307,2024-06-10,PROD-108,Standing Executive Desk,Furniture,750.0,North America,8,0.05,5700.0,Consumer,Corporate Invoice,2024,6,Jun,2024-06,Q2,Monday
TXN-10308,2024-01-31,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,2,0.2,5120.0,Government,Corporate Invoice,2024,1,Jan,2024-01,Q1,Wednesday
TXN-10309,2025-03-31,PROD-102,AI Analytics License,Software,850.0,Europe,8,0.0,6800.0,Small & Medium Business,PayPal,2025,3,Mar,2025-03,Q1,Monday
TXN-10310,2024-05-23,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,1,0.1,855.0,Small & Medium Business,Unspecified,2024,5,May,2024-05,Q2,Thursday
TXN-10311,2024-11-06,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,8,0.2,2240.0,Enterprise,Corporate Invoice,2024,11,Nov,2024-11,Q4,Wednesday
TXN-10312,2024-04-28,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,1,0.0,950.0,Consumer,Wire Transfer,2024,4,Apr,2024-04,Q2,Sunday
TXN-10313,2025-10-26,PROD-107,Cybersecurity Gateway,Software,1100.0,North America,8,0.1,7920.0,Consumer,Corporate Invoice,2025,10,Oct,2025-10,Q4,Sunday
TXN-10314,2024-03-28,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,2,0.05,6080.0,Small & Medium Business,PayPal,2024,3,Mar,2024-03,Q1,Thursday
TXN-10315,2025-02-04,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,4,0.2,10240.0,Small & Medium Business,Wire Transfer,2025,2,Feb,2025-02,Q1,Tuesday
TXN-10316,2023-06-17,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,5,0.15,13600.0,Consumer,Credit Card,2023,6,Jun,2023-06,Q2,Saturday
TXN-10317,2023-08-18,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,1,0.2,2560.0,Small & Medium Business,Wire Transfer,2023,8,Aug,2023-08,Q3,Friday
TXN-10318,2024-11-02,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,15,0.15,19125.0,Small & Medium Business,PayPal,2024,11,Nov,2024-11,Q4,Saturday
TXN-10319,2025-11-11,PROD-102,AI Analytics License,Software,850.0,Latin America,10,0.0,8500.0,Small & Medium Business,PayPal,2025,11,Nov,2025-11,Q4,Tuesday
TXN-10320,2023-04-29,PROD-108,Standing Executive Desk,Furniture,750.0,Asia-Pacific,5,0.15,3187.5,Enterprise,PayPal,2023,4,Apr,2023-04,Q2,Saturday
TXN-10321,2023-01-07,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,8,0.05,2660.0,Enterprise,Credit Card,2023,1,Jan,2023-01,Q1,Saturday
TXN-10322,2024-12-06,PROD-107,Cybersecurity Gateway,Software,1100.0,Middle East & Africa,20,0.0,22000.0,Enterprise,Credit Card,2024,12,Dec,2024-12,Q4,Friday
TXN-10323,2023-03-06,PROD-108,Standing Executive Desk,Furniture,750.0,Europe,3,0.15,1912.5,Small & Medium Business,PayPal,2023,3,Mar,2023-03,Q1,Monday
TXN-10324,2025-02-22,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,4,0.15,3230.0,Enterprise,Wire Transfer,2025,2,Feb,2025-02,Q1,Saturday
TXN-10325,2023-08-31,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,2,0.2,1520.0,Small & Medium Business,Wire Transfer,2023,8,Aug,2023-08,Q3,Thursday
TXN-10326,2023-02-16,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,3,0.15,3060.0,Government,PayPal,2023,2,Feb,2023-02,Q1,Thursday
TXN-10327,2024-05-21,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,4,0.1,2160.0,Consumer,Wire Transfer,2024,5,May,2024-05,Q2,Tuesday
TXN-10328,2023-03-07,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,10,0.15,7225.0,Enterprise,Wire Transfer,2023,3,Mar,2023-03,Q1,Tuesday
TXN-10329,2023-05-18,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,1,0.2,480.0,Government,Credit Card,2023,5,May,2023-05,Q2,Thursday
TXN-10330,2023-04-01,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,4,0.15,2040.0,Small & Medium Business,Credit Card,2023,4,Apr,2023-04,Q2,Saturday
TXN-10331,2025-10-28,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Middle East & Africa,3,0.05,4275.0,Consumer,Corporate Invoice,2025,10,Oct,2025-10,Q4,Tuesday
TXN-10332,2024-09-10,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,2,0.2,960.0,Government,Corporate Invoice,2024,9,Sep,2024-09,Q3,Tuesday
TXN-10333,2023-05-05,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Europe,5,0.2,1400.0,Government,PayPal,2023,5,May,2023-05,Q2,Friday
TXN-10334,2024-12-06,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,20,0.15,20400.0,Consumer,PayPal,2024,12,Dec,2024-12,Q4,Friday
TXN-10335,2023-11-02,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,8,0.15,7480.0,Government,Wire Transfer,2023,11,Nov,2023-11,Q4,Thursday
TXN-10336,2024-09-07,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,10,0.05,5700.0,Enterprise,PayPal,2024,9,Sep,2024-09,Q3,Saturday
TXN-10337,2025-12-21,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,5,0.15,4675.0,Consumer,Wire Transfer,2025,12,Dec,2025-12,Q4,Sunday
TXN-10338,2023-06-11,PROD-106,Smart Conference Hub,Electronics,950.0,North America,4,0.1,3420.0,Small & Medium Business,Credit Card,2023,6,Jun,2023-06,Q2,Sunday
TXN-10339,2025-02-11,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,8,0.2,2240.0,Enterprise,Credit Card,2025,2,Feb,2025-02,Q1,Tuesday
TXN-10340,2024-03-20,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Asia-Pacific,4,0.05,2280.0,Consumer,Credit Card,2024,3,Mar,2024-03,Q1,Wednesday
TXN-10341,2024-01-25,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,8,0.0,4800.0,Small & Medium Business,Wire Transfer,2024,1,Jan,2024-01,Q1,Thursday
TXN-10342,2024-05-05,PROD-107,Cybersecurity Gateway,Software,1100.0,Asia-Pacific,5,0.1,4950.0,Government,PayPal,2024,5,May,2024-05,Q2,Sunday
TXN-10343,2025-01-05,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Asia-Pacific,3,0.1,675.0,Government,PayPal,2025,1,Jan,2025-01,Q1,Sunday
TXN-10344,2025-08-19,PROD-102,AI Analytics License,Software,850.0,Europe,10,0.1,7650.0,Consumer,Corporate Invoice,2025,8,Aug,2025-08,Q3,Tuesday
TXN-10345,2023-04-04,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,5,0.05,5225.0,Enterprise,Corporate Invoice,2023,4,Apr,2023-04,Q2,Tuesday
TXN-10346,2025-05-05,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Europe,3,0.05,712.5,Consumer,Wire Transfer,2025,5,May,2025-05,Q2,Monday
TXN-10347,2024-05-18,PROD-107,Cybersecurity Gateway,Software,1100.0,Asia-Pacific,4,0.2,3520.0,Consumer,PayPal,2024,5,May,2024-05,Q2,Saturday
TXN-10348,2025-08-01,PROD-108,Standing Executive Desk,Furniture,750.0,Europe,2,0.1,1350.0,Small & Medium Business,PayPal,2025,8,Aug,2025-08,Q3,Friday
TXN-10349,2023-05-01,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,5,0.0,7500.0,Enterprise,Credit Card,2023,5,May,2023-05,Q2,Monday
TXN-10350,2023-10-09,PROD-107,Cybersecurity Gateway,Software,1100.0,North America,10,0.05,10450.0,Small & Medium Business,Credit Card,2023,10,Oct,2023-10,Q4,Monday
TXN-10351,2025-11-01,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,10,0.1,5400.0,Government,PayPal,2025,11,Nov,2025-11,Q4,Saturday
TXN-10352,2023-01-14,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,5,0.2,4800.0,Enterprise,Credit Card,2023,1,Jan,2023-01,Q1,Saturday
TXN-10353,2024-07-16,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,North America,5,0.1,1125.0,Government,Wire Transfer,2024,7,Jul,2024-07,Q3,Tuesday
TXN-10354,2023-07-17,PROD-102,AI Analytics License,Software,850.0,Europe,5,0.05,4037.5,Small & Medium Business,Corporate Invoice,2023,7,Jul,2023-07,Q3,Monday
TXN-10355,2024-07-01,PROD-106,Smart Conference Hub,Electronics,950.0,North America,10,0.15,8075.0,Consumer,PayPal,2024,7,Jul,2024-07,Q3,Monday
TXN-10356,2024-05-13,PROD-108,Standing Executive Desk,Furniture,750.0,Asia-Pacific,8,0.05,5700.0,Enterprise,Credit Card,2024,5,May,2024-05,Q2,Monday
TXN-10357,2025-04-10,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,4,0.15,2890.0,Government,Credit Card,2025,4,Apr,2025-04,Q2,Thursday
TXN-10358,2023-12-17,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,3,0.15,3060.0,Consumer,Credit Card,2023,12,Dec,2023-12,Q4,Sunday
TXN-10359,2023-03-29,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,2,0.05,475.0,Government,Corporate Invoice,2023,3,Mar,2023-03,Q1,Wednesday
TXN-10360,2023-06-02,PROD-101,Enterprise Cloud Suite,Software,1200.0,Middle East & Africa,8,0.1,8640.0,Enterprise,Wire Transfer,2023,6,Jun,2023-06,Q2,Friday
TXN-10361,2023-02-02,PROD-106,Smart Conference Hub,Electronics,950.0,Europe,2,0.2,1520.0,Government,Credit Card,2023,2,Feb,2023-02,Q1,Thursday
TXN-10362,2023-11-29,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,15,0.05,4987.5,Government,Corporate Invoice,2023,11,Nov,2023-11,Q4,Wednesday
TXN-10363,2023-10-14,PROD-107,Cybersecurity Gateway,Software,1100.0,Middle East & Africa,10,0.0,11000.0,Consumer,Credit Card,2023,10,Oct,2023-10,Q4,Saturday
TXN-10364,2025-06-14,PROD-102,AI Analytics License,Software,850.0,Asia-Pacific,2,0.0,1700.0,Government,Corporate Invoice,2025,6,Jun,2025-06,Q2,Saturday
TXN-10365,2024-07-13,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,10,0.15,10200.0,Small & Medium Business,Corporate Invoice,2024,7,Jul,2024-07,Q3,Saturday
TXN-10366,2025-02-07,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,4,0.05,950.0,Government,Credit Card,2025,2,Feb,2025-02,Q1,Friday
TXN-10367,2024-08-27,PROD-110,Server Rack Server X1,Hardware,3200.0,North America,10,0.05,30400.0,Enterprise,Corporate Invoice,2024,8,Aug,2024-08,Q3,Tuesday
TXN-10368,2025-02-17,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Latin America,8,0.05,11400.0,Consumer,Corporate Invoice,2025,2,Feb,2025-02,Q1,Monday
TXN-10369,2023-07-07,PROD-102,AI Analytics License,Software,850.0,Latin America,1,0.1,765.0,Consumer,Corporate Invoice,2023,7,Jul,2023-07,Q3,Friday
TXN-10370,2023-09-29,PROD-102,AI Analytics License,Software,850.0,Latin America,1,0.05,807.5,Government,PayPal,2023,9,Sep,2023-09,Q3,Friday
TXN-10371,2023-02-23,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,1,0.1,765.0,Enterprise,Corporate Invoice,2023,2,Feb,2023-02,Q1,Thursday
TXN-10372,2023-01-26,PROD-107,Cybersecurity Gateway,Software,1100.0,Latin America,3,0.15,2805.0,Enterprise,Wire Transfer,2023,1,Jan,2023-01,Q1,Thursday
TXN-10373,2025-12-03,PROD-110,Server Rack Server X1,Hardware,3200.0,Europe,5,0.15,13600.0,Small & Medium Business,Corporate Invoice,2025,12,Dec,2025-12,Q4,Wednesday
TXN-10374,2024-07-03,PROD-105,Ergonomic Desk Chair,Furniture,350.0,North America,4,0.05,1330.0,Small & Medium Business,PayPal,2024,7,Jul,2024-07,Q3,Wednesday
TXN-10375,2025-05-12,PROD-105,Ergonomic Desk Chair,Furniture,350.0,North America,3,0.15,892.5,Consumer,Corporate Invoice,2025,5,May,2025-05,Q2,Monday
TXN-10376,2025-10-12,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Europe,5,0.2,2400.0,Government,Credit Card,2025,10,Oct,2025-10,Q4,Sunday
TXN-10377,2024-09-15,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Asia-Pacific,1,0.15,1275.0,Government,Corporate Invoice,2024,9,Sep,2024-09,Q3,Sunday
TXN-10378,2024-11-16,PROD-108,Standing Executive Desk,Furniture,750.0,Europe,10,0.2,6000.0,Consumer,Corporate Invoice,2024,11,Nov,2024-11,Q4,Saturday
TXN-10379,2024-02-16,PROD-110,Server Rack Server X1,Hardware,3200.0,Europe,4,0.1,11520.0,Government,Corporate Invoice,2024,2,Feb,2024-02,Q1,Friday
TXN-10380,2025-10-02,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Asia-Pacific,5,0.05,1662.5,Government,Corporate Invoice,2025,10,Oct,2025-10,Q4,Thursday
TXN-10381,2025-01-17,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,1,0.2,880.0,Small & Medium Business,Credit Card,2025,1,Jan,2025-01,Q1,Friday
TXN-10382,2024-03-05,PROD-108,Standing Executive Desk,Furniture,750.0,North America,4,0.1,2700.0,Government,PayPal,2024,3,Mar,2024-03,Q1,Tuesday
TXN-10383,2024-09-12,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Europe,2,0.1,2700.0,Government,PayPal,2024,9,Sep,2024-09,Q3,Thursday
TXN-10384,2025-07-08,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,5,0.15,3612.5,Government,PayPal,2025,7,Jul,2025-07,Q3,Tuesday
TXN-10385,2023-03-17,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Middle East & Africa,10,0.1,2250.0,Enterprise,Credit Card,2023,3,Mar,2023-03,Q1,Friday
TXN-10386,2024-12-28,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,5,0.2,2400.0,Government,Corporate Invoice,2024,12,Dec,2024-12,Q4,Saturday
TXN-10387,2023-08-05,PROD-107,Cybersecurity Gateway,Software,1100.0,Asia-Pacific,1,0.0,1100.0,Small & Medium Business,Wire Transfer,2023,8,Aug,2023-08,Q3,Saturday
TXN-10388,2025-02-05,PROD-108,Standing Executive Desk,Furniture,750.0,Middle East & Africa,4,0.15,2550.0,Small & Medium Business,Corporate Invoice,2025,2,Feb,2025-02,Q1,Wednesday
TXN-10389,2025-09-15,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,1,0.1,1080.0,Enterprise,Credit Card,2025,9,Sep,2025-09,Q3,Monday
TXN-10390,2024-12-14,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Latin America,8,0.1,10800.0,Small & Medium Business,PayPal,2024,12,Dec,2024-12,Q4,Saturday
TXN-10391,2025-09-02,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,1,0.15,807.5,Consumer,Credit Card,2025,9,Sep,2025-09,Q3,Tuesday
TXN-10392,2023-04-02,PROD-105,Ergonomic Desk Chair,Furniture,350.0,North America,10,0.0,3500.0,Consumer,Credit Card,2023,4,Apr,2023-04,Q2,Sunday
TXN-10393,2024-05-14,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Middle East & Africa,5,0.05,7125.0,Small & Medium Business,Corporate Invoice,2024,5,May,2024-05,Q2,Tuesday
TXN-10394,2025-05-23,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Latin America,4,0.05,950.0,Small & Medium Business,Wire Transfer,2025,5,May,2025-05,Q2,Friday
TXN-10395,2025-03-21,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,1,0.2,880.0,Government,PayPal,2025,3,Mar,2025-03,Q1,Friday
TXN-10396,2023-01-10,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,8,0.05,8360.0,Consumer,Credit Card,2023,1,Jan,2023-01,Q1,Tuesday
TXN-10397,2023-07-28,PROD-110,Server Rack Server X1,Hardware,3200.0,Europe,10,0.2,25600.0,Consumer,Corporate Invoice,2023,7,Jul,2023-07,Q3,Friday
TXN-10398,2025-07-26,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,1,0.1,540.0,Consumer,PayPal,2025,7,Jul,2025-07,Q3,Saturday
TXN-10399,2025-03-14,PROD-110,Server Rack Server X1,Hardware,3200.0,Asia-Pacific,5,0.0,16000.0,Consumer,PayPal,2025,3,Mar,2025-03,Q1,Friday
TXN-10400,2023-12-20,PROD-110,Server Rack Server X1,Hardware,3200.0,Middle East & Africa,20,0.1,57600.0,Enterprise,Wire Transfer,2023,12,Dec,2023-12,Q4,Wednesday
TXN-10401,2023-08-30,PROD-106,Smart Conference Hub,Electronics,950.0,North America,2,0.1,1710.0,Small & Medium Business,Corporate Invoice,2023,8,Aug,2023-08,Q3,Wednesday
TXN-10402,2025-11-12,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Middle East & Africa,10,0.15,12750.0,Small & Medium Business,PayPal,2025,11,Nov,2025-11,Q4,Wednesday
TXN-10403,2024-01-16,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,4,0.2,3520.0,Small & Medium Business,PayPal,2024,1,Jan,2024-01,Q1,Tuesday
TXN-10404,2023-10-15,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Latin America,2,0.1,630.0,Enterprise,Corporate Invoice,2023,10,Oct,2023-10,Q4,Sunday
TXN-10405,2025-09-19,PROD-101,Enterprise Cloud Suite,Software,1200.0,Latin America,2,0.05,2280.0,Government,PayPal,2025,9,Sep,2025-09,Q3,Friday
TXN-10406,2025-05-01,PROD-108,Standing Executive Desk,Furniture,750.0,Latin America,8,0.15,5100.0,Small & Medium Business,Credit Card,2025,5,May,2025-05,Q2,Thursday
TXN-10407,2023-03-05,PROD-110,Server Rack Server X1,Hardware,3200.0,Asia-Pacific,10,0.05,30400.0,Enterprise,Corporate Invoice,2023,3,Mar,2023-03,Q1,Sunday
TXN-10408,2024-08-14,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Middle East & Africa,2,0.15,1020.0,Government,Credit Card,2024,8,Aug,2024-08,Q3,Wednesday
TXN-10409,2023-08-22,PROD-110,Server Rack Server X1,Hardware,3200.0,Asia-Pacific,3,0.2,7680.0,Enterprise,PayPal,2023,8,Aug,2023-08,Q3,Tuesday
TXN-10410,2024-03-23,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Europe,4,0.0,1000.0,Consumer,Credit Card,2024,3,Mar,2024-03,Q1,Saturday
TXN-10411,2024-06-22,PROD-108,Standing Executive Desk,Furniture,750.0,Latin America,3,0.0,2250.0,Enterprise,Wire Transfer,2024,6,Jun,2024-06,Q2,Saturday
TXN-10412,2024-12-19,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Latin America,20,0.2,9600.0,Small & Medium Business,Wire Transfer,2024,12,Dec,2024-12,Q4,Thursday
TXN-10413,2024-02-28,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Middle East & Africa,10,0.0,6000.0,Consumer,Corporate Invoice,2024,2,Feb,2024-02,Q1,Wednesday
TXN-10414,2023-12-11,PROD-110,Server Rack Server X1,Hardware,3200.0,Asia-Pacific,8,0.1,23040.0,Consumer,Credit Card,2023,12,Dec,2023-12,Q4,Monday
TXN-10415,2025-04-22,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Europe,1,0.1,1350.0,Small & Medium Business,Wire Transfer,2025,4,Apr,2025-04,Q2,Tuesday
TXN-10416,2024-10-21,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Latin America,10,0.05,14250.0,Government,Wire Transfer,2024,10,Oct,2024-10,Q4,Monday
TXN-10417,2024-07-04,PROD-110,Server Rack Server X1,Hardware,3200.0,Latin America,8,0.15,21760.0,Government,Credit Card,2024,7,Jul,2024-07,Q3,Thursday
TXN-10418,2025-04-05,PROD-102,AI Analytics License,Software,850.0,Asia-Pacific,5,0.1,3825.0,Government,PayPal,2025,4,Apr,2025-04,Q2,Saturday
TXN-10419,2023-01-06,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,10,0.0,9500.0,Consumer,Credit Card,2023,1,Jan,2023-01,Q1,Friday
TXN-10420,2025-03-25,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,Europe,2,0.15,425.0,Government,Corporate Invoice,2025,3,Mar,2025-03,Q1,Tuesday
TXN-10421,2024-08-03,PROD-106,Smart Conference Hub,Electronics,950.0,Middle East & Africa,3,0.2,2280.0,Small & Medium Business,PayPal,2024,8,Aug,2024-08,Q3,Saturday
TXN-10422,2023-04-10,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,1,0.0,950.0,Enterprise,Credit Card,2023,4,Apr,2023-04,Q2,Monday
TXN-10423,2025-06-22,PROD-103,Pro Workstation Laptop,Hardware,1500.0,Latin America,4,0.0,6000.0,Small & Medium Business,Wire Transfer,2025,6,Jun,2025-06,Q2,Sunday
TXN-10424,2023-11-22,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Asia-Pacific,8,0.0,2800.0,Consumer,Credit Card,2023,11,Nov,2023-11,Q4,Wednesday
TXN-10425,2023-12-05,PROD-106,Smart Conference Hub,Electronics,950.0,Asia-Pacific,3,0.15,2422.5,Small & Medium Business,PayPal,2023,12,Dec,2023-12,Q4,Tuesday
TXN-10426,2023-07-14,PROD-102,AI Analytics License,Software,850.0,Latin America,1,0.05,807.5,Enterprise,Wire Transfer,2023,7,Jul,2023-07,Q3,Friday
TXN-10427,2024-04-08,PROD-110,Server Rack Server X1,Hardware,3200.0,North America,5,0.15,13600.0,Enterprise,Corporate Invoice,2024,4,Apr,2024-04,Q2,Monday
TXN-10428,2025-05-14,PROD-102,AI Analytics License,Software,850.0,Latin America,8,0.05,6460.0,Enterprise,Wire Transfer,2025,5,May,2025-05,Q2,Wednesday
TXN-10429,2023-07-02,PROD-107,Cybersecurity Gateway,Software,1100.0,North America,8,0.0,8800.0,Consumer,Corporate Invoice,2023,7,Jul,2023-07,Q3,Sunday
TXN-10430,2023-10-08,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Europe,4,0.05,1330.0,Enterprise,Credit Card,2023,10,Oct,2023-10,Q4,Sunday
TXN-10431,2023-12-03,PROD-110,Server Rack Server X1,Hardware,3200.0,Europe,10,0.1,28800.0,Small & Medium Business,PayPal,2023,12,Dec,2023-12,Q4,Sunday
TXN-10432,2025-06-25,PROD-110,Server Rack Server X1,Hardware,3200.0,North America,10,0.05,30400.0,Enterprise,Wire Transfer,2025,6,Jun,2025-06,Q2,Wednesday
TXN-10433,2025-02-25,PROD-102,AI Analytics License,Software,850.0,Asia-Pacific,3,0.15,2167.5,Small & Medium Business,Unspecified,2025,2,Feb,2025-02,Q1,Tuesday
TXN-10434,2023-06-22,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,2,0.2,560.0,Consumer,Credit Card,2023,6,Jun,2023-06,Q2,Thursday
TXN-10435,2024-02-25,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Middle East & Africa,5,0.2,1400.0,Small & Medium Business,PayPal,2024,2,Feb,2024-02,Q1,Sunday
TXN-10436,2023-04-22,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Latin America,10,0.05,3325.0,Government,Credit Card,2023,4,Apr,2023-04,Q2,Saturday
TXN-10437,2025-10-20,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,North America,8,0.2,3840.0,Enterprise,Corporate Invoice,2025,10,Oct,2025-10,Q4,Monday
TXN-10438,2023-09-28,PROD-106,Smart Conference Hub,Electronics,950.0,Latin America,4,0.2,3040.0,Consumer,Wire Transfer,2023,9,Sep,2023-09,Q3,Thursday
TXN-10439,2023-05-30,PROD-108,Standing Executive Desk,Furniture,750.0,North America,1,0.2,600.0,Enterprise,Corporate Invoice,2023,5,May,2023-05,Q2,Tuesday
TXN-10440,2023-03-23,PROD-104,Ultra-Wide Monitor 34,Hardware,600.0,Middle East & Africa,1,0.15,510.0,Consumer,PayPal,2023,3,Mar,2023-03,Q1,Thursday
TXN-10441,2025-04-03,PROD-107,Cybersecurity Gateway,Software,1100.0,Middle East & Africa,1,0.2,880.0,Small & Medium Business,Corporate Invoice,2025,4,Apr,2025-04,Q2,Thursday
TXN-10442,2024-09-26,PROD-102,AI Analytics License,Software,850.0,Europe,1,0.2,680.0,Small & Medium Business,Corporate Invoice,2024,9,Sep,2024-09,Q3,Thursday
TXN-10443,2023-05-16,PROD-107,Cybersecurity Gateway,Software,1100.0,Europe,3,0.15,2805.0,Enterprise,Wire Transfer,2023,5,May,2023-05,Q2,Tuesday
TXN-10444,2025-06-08,PROD-102,AI Analytics License,Software,850.0,Middle East & Africa,1,0.15,722.5,Enterprise,Corporate Invoice,2025,6,Jun,2025-06,Q2,Sunday
TXN-10445,2023-09-02,PROD-103,Pro Workstation Laptop,Hardware,1500.0,North America,1,0.05,1425.0,Small & Medium Business,PayPal,2023,9,Sep,2023-09,Q3,Saturday
TXN-10446,2025-12-07,PROD-106,Smart Conference Hub,Electronics,950.0,Europe,15,0.1,12825.0,Consumer,Wire Transfer,2025,12,Dec,2025-12,Q4,Sunday
TXN-10447,2023-08-30,PROD-105,Ergonomic Desk Chair,Furniture,350.0,Asia-Pacific,10,0.0,3500.0,Government,Corporate Invoice,2023,8,Aug,2023-08,Q3,Wednesday
TXN-10448,2023-05-11,PROD-109,Wireless Noise-Canceling Headset,Electronics,250.0,North America,3,0.2,600.0,Government,PayPal,2023,5,May,2023-05,Q2,Thursday
